City,Country,Cloud,Date,Humid,Lat,Lng,Max_temp,Temp,Wind
Krasnosel'kup,RU,84,1648093328,92,65.7,82.4667,13.87,13.87,7.65
Asău,RO,0,1648093328,69,46.4333,26.4,29.32,29.32,6.04
Humaitá,BR,93,1648093328,99,-7.5061,-63.0208,73.87,73.87,1.1
Sherman,US,0,1648093328,57,33.6357,-96.6089,48.88,44.71,6.91
Longyearbyen,SJ,48,1648093328,97,78.2186,15.6401,-17.1,-17.1,3.18
Kaeo,NZ,1,1648093329,67,-35.1,173.7833,73.33,73.33,14.18
Los Llanos de Aridane,ES,0,1648093329,80,28.6585,-17.9182,60.55,56.12,18.41
Mariakani,KE,19,1648093329,95,-3.8633,39.4736,78.89,78.89,4.99
Oromocto,CA,0,1648093330,74,45.8351,-66.4792,32.25,28.89,8.05
Lábrea,BR,100,1648093330,99,-7.2586,-64.7981,74.25,74.25,2.75
Riyadh,SA,4,1648093039,12,24.6877,46.7219,66.34,66.34,5.57
Naantali,FI,0,1648093330,93,60.4674,22.0243,34.11,30.58,6.91
Kushmurun,KZ,22,1648093331,89,52.4503,64.6311,25.43,25.43,12.3
Calabozo,VE,92,1648093331,49,8.9242,-67.4293,79.36,79.36,9.44
Daru,PG,71,1648093331,78,-9.0763,143.2092,83.21,83.21,1.48
Nouadhibou,MR,0,1648093331,85,20.931,-17.0347,61.61,61.61,24.92
Winona,US,100,1648093332,100,43.9666,-91.7668,37.2,33.94,10.36
Wattegama,LK,100,1648093332,60,6.7989,81.4808,85.73,85.73,3.8
Paceco,IT,0,1648093332,87,37.9787,12.5566,45.54,36.99,3.44
Kuytun,RU,46,1648093332,83,54.3419,101.5036,23.38,23.38,3.83
Bengkulu,ID,25,1648093102,63,-3.8004,102.2655,83.95,83.95,6.15
São João da Barra,BR,20,1648093333,77,-21.6403,-41.0511,74.91,74.91,6.26
Portland,US,75,1648093184,85,45.5234,-122.6762,55.38,51.55,11.5
Port Huron,US,100,1648093333,93,42.9709,-82.4249,41.23,40.41,8.05
Dorado,PR,2,1648093334,91,18.4588,-66.2677,75.09,73.2,9.84
Saulkrasti,LV,8,1648093334,91,57.2622,24.4147,34.79,34.79,6.04
Luanda,AO,75,1648093334,89,-8.8368,13.2343,78.8,78.8,5.75
Piranshahr,IR,84,1648093334,92,36.701,45.1413,37.83,37.83,6.17
Cruzeiro do Sul,BR,100,1648093335,94,-29.5128,-51.9853,72.09,70.23,1.43
Akdepe,TM,0,1648093335,53,42.0551,59.3788,39.29,39.29,11.07
Bethel,US,100,1648093335,79,41.3712,-73.414,39.56,37.15,10.36
Redmond,US,99,1648093335,85,47.674,-122.1215,48.72,45.16,1.99
Locri,IT,0,1648093341,72,38.2414,16.2623,47.32,47.32,10.02
Kamenka,RU,100,1648093341,87,51.3223,42.7678,31.91,31.91,6.82
Lokosovo,RU,100,1648093342,93,61.1333,74.8167,20.8,20.8,3.67
Souillac,MU,40,1648093342,83,-20.5167,57.5167,79.18,79.18,5.75
Buraidah,SA,0,1648093291,17,26.326,43.975,61.25,61.25,10.83
Clyde River,CA,100,1648093342,84,70.4692,-68.5914,-3.77,-3.77,3.44
Kuandian,CN,59,1648093342,55,40.7286,124.7847,50.38,50.38,7.81
Lagoa,PT,83,1648093343,71,39.05,-27.9833,58.98,58.98,15.01
Lahaina,US,68,1648093343,76,20.8783,-156.6825,76.24,74.3,14.9
Ostrovnoy,RU,100,1648093343,91,68.0531,39.5131,24.26,24.26,22.32
Mwinilunga,ZM,83,1648093343,97,-11.7358,24.4293,59.31,59.31,1.81
Dracena,BR,84,1648093344,60,-21.4843,-51.535,77.04,77.04,7.29
Igarka,RU,96,1648093345,92,67.4667,86.5833,13.98,13.98,13.27
Geraldton,AU,28,1648093345,21,-28.7667,114.6,95.41,95.41,20.71
Antofagasta,CL,39,1648093346,80,-23.65,-70.4,60.08,60.08,6.02
Jucuarán,SV,44,1648093346,82,13.2539,-88.2478,70.27,70.27,1.88
Ancud,CL,9,1648093346,79,-41.8697,-73.8203,48.22,48.22,3.49
Kosa,RU,92,1648093346,82,59.9445,54.9977,25.21,25.21,3.22
East London,ZA,0,1648093127,83,-33.0153,27.9116,70.74,70.74,9.22
Balkhash,KZ,0,1648093347,80,46.844,74.9804,27.21,27.21,15.66
Adiaké,CI,46,1648093347,89,5.2863,-3.304,78.44,78.44,5.61
Chambersburg,US,100,1648093347,82,39.9376,-77.6611,49.77,46.38,3.0
Scarborough,GB,8,1648093347,79,54.2797,-0.4044,49.33,45.9,1.01
Quatre Cocos,MU,69,1648093348,73,-20.2078,57.7625,82.09,82.09,11.05
Vila,PT,62,1648093348,70,42.0304,-8.1588,47.28,42.69,4.56
Turukhansk,RU,97,1648093349,89,65.8167,87.9833,19.22,19.22,9.44
Taoudenni,ML,0,1648093349,14,22.6783,-3.9836,73.44,73.44,8.93
Adeje,ES,40,1648093349,64,28.1227,-16.726,60.1,58.55,5.75
Wilmington,US,100,1648093350,86,34.2257,-77.9447,69.98,68.99,4.0
Tura,IN,2,1648093350,40,25.5198,90.2201,84.94,84.94,9.89
Kamaishi,JP,74,1648093350,65,39.2667,141.8833,46.51,46.51,2.93
Tabou,CI,83,1648093350,88,4.423,-7.3528,78.84,78.84,3.0
Aksu,CN,100,1648093351,33,41.1231,80.2644,53.19,53.19,3.15
Port-Gentil,GA,63,1648093099,82,-0.7193,8.7815,80.62,80.62,4.94
Bogo,PH,37,1648093351,63,11.0517,124.0055,86.4,86.4,7.31
Komsomol'skoye,RU,92,1648093351,89,55.2567,47.5461,31.59,31.59,9.66
Wells,GB,6,1648093352,64,51.2079,-2.649,46.42,39.72,1.99
Hohhot,CN,20,1648093236,57,40.8106,111.6522,48.49,48.49,4.47
Butembo,CD,51,1648093352,94,0.15,29.2833,55.71,55.71,3.4
Stornoway,GB,20,1648093352,88,58.2093,-6.3865,48.16,47.01,12.66
Iskateley,RU,94,1648093353,91,67.6803,53.1512,10.15,10.15,7.4
Adrar,MR,0,1648093353,27,20.5022,-10.0711,65.03,65.03,11.39
Irpa Irpa,BO,100,1648093353,70,-17.7167,-66.2667,66.25,64.4,4.56
Vanderhoof,CA,2,1648093353,68,54.0166,-124.0198,32.65,32.65,6.93
Bosaso,SO,32,1648093354,66,11.2842,49.1816,79.97,79.97,2.62
Salalah,OM,20,1648093359,56,17.0151,54.0924,73.49,73.49,1.14
Kumul,CN,100,1648093359,23,42.8,93.45,46.04,46.04,5.48
Nikolskoye,RU,11,1648093360,95,59.7035,30.7861,30.79,28.65,4.63
Bud,US,100,1648093360,82,39.447,-86.1758,48.9,47.41,16.44
Micheweni,TZ,10,1648093360,83,-4.9667,39.8333,80.64,80.64,9.46
Pecos,US,0,1648093360,27,31.4229,-103.4932,53.87,49.24,6.91
Kibungo,RW,50,1648093361,97,-2.1597,30.5427,59.92,59.92,0.76
Bugul'ma,RU,91,1648093361,93,54.55,52.8,29.68,29.68,7.7
Cabo San Lucas,MX,0,1648093362,62,22.8909,-109.9124,69.62,67.89,7.23
Krasnoturansk,RU,100,1648093362,69,54.3186,91.5639,26.37,26.37,16.31
Westport,US,100,1648093362,70,41.1415,-73.3579,42.33,39.31,17.0
San Patricio,US,59,1648093362,35,28.017,-97.5169,65.84,62.17,3.0
Termez,UZ,20,1648093363,71,37.2242,67.2783,46.49,46.49,4.61
Lata,PT,57,1648093363,78,40.1629,-8.3327,52.92,52.92,5.86
Nantucket,US,100,1648093363,74,41.2835,-70.0995,41.14,39.69,6.91
Palmares do Sul,BR,100,1648093363,81,-30.2578,-50.5097,70.52,70.52,6.02
Kormilovka,RU,96,1648093364,97,55.0026,74.1028,23.76,23.76,9.4
Departamento de Maldonado,UY,100,1648093364,90,-34.6667,-54.9167,69.22,69.19,9.46
San Vicente,AR,57,1648093364,98,-26.6167,-54.1333,67.06,67.06,6.69
Half Moon Bay,US,20,1648093364,76,37.4636,-122.4286,60.42,54.19,13.8
Peterhead,GB,21,1648093365,76,57.5058,-1.7981,36.0,36.0,7.47
Haines Junction,CA,97,1648093365,51,60.7522,-137.5108,33.75,33.75,6.91
Guiglo,CI,46,1648093365,96,6.5456,-7.4966,73.33,73.33,2.53
Shimoda,JP,76,1648093260,66,34.6667,138.95,54.1,54.1,2.3
Walla Walla,US,38,1648093366,60,46.0646,-118.343,58.91,57.07,14.0
Mpanda,TZ,34,1648093366,97,-6.3655,31.0409,61.74,61.74,0.43
Faya,SA,6,1648093366,59,18.3851,42.4509,55.51,54.12,2.04
Nyimba,ZM,16,1648093367,97,-14.5566,30.8149,64.33,64.33,2.55
Abhā,SA,0,1648093367,76,18.2164,42.5053,55.22,53.85,0.0
Saint Anthony,US,100,1648093367,81,45.0205,-93.218,35.53,33.98,14.97
Jonava,LT,0,1648093367,94,55.0833,24.2833,30.72,30.72,2.3
Pandamatenga,BW,2,1648093368,93,-18.5278,25.627,59.97,59.97,3.8
Qaqortoq,GL,81,1648093368,85,60.7167,-46.0333,15.75,15.75,6.44
Coos Bay,US,100,1648093368,97,43.3665,-124.2179,54.99,51.15,11.5
Hay River,CA,40,1648093368,72,60.8156,-115.7999,8.58,8.58,8.05
Alice Springs,AU,10,1648093205,21,-23.7,133.8833,92.75,92.75,5.75
Lyngseidet,NO,80,1648093369,94,69.5763,20.2189,30.2,30.2,6.82
Wagga Wagga,AU,87,1648093369,36,-35.1167,147.3667,83.61,79.29,6.91
Bacolod City,PH,50,1648093139,54,10.6667,122.95,89.73,89.73,13.38
Martaban,MM,89,1648093370,63,16.5314,97.6111,86.04,86.04,5.73
San Cristobal,VE,37,1648093370,71,7.7669,-72.225,73.58,73.58,1.32
Namatanai,PG,98,1648093370,64,-3.6667,152.4333,84.94,84.94,9.86
Alirajpur,IN,7,1648093370,18,22.3031,74.3546,88.2,88.2,7.4
Kendari,ID,68,1648093224,56,-3.945,122.4989,89.65,89.65,3.42
Mae Sot,TH,20,1648093099,65,16.7167,98.5667,84.15,84.15,4.61
Husavik,IS,100,1648093371,85,66.0449,-17.3389,37.08,37.08,14.36
Ayna,PE,99,1648093371,94,-12.65,-73.9167,61.25,61.25,1.83
Olafsvik,IS,100,1648093372,97,64.8945,-23.7142,40.5,40.5,10.76
Eureka,US,11,1648093377,82,40.8021,-124.1637,50.61,50.25,3.98
Leningradskiy,RU,86,1648093377,93,69.3833,178.4167,9.61,9.61,8.48
Mkushi,ZM,43,1648093377,98,-13.6202,29.3939,60.33,60.33,3.15
Aksarka,RU,73,1648093378,84,66.5606,67.7975,14.4,14.4,9.19
Srednekolymsk,RU,98,1648093378,87,67.45,153.6833,11.55,11.55,6.85
Saint-Pierre,RE,20,1648093378,74,-21.3393,55.4781,80.91,79.74,4.61
Aleksandrov Gay,RU,33,1648093378,98,50.147,48.5704,20.17,20.17,5.68
Rouvroy,FR,0,1648093379,61,50.3925,2.904,51.37,40.91,1.97
Tianpeng,CN,96,1648093380,68,30.9866,103.9393,57.67,57.67,5.19
Coquimbo,CL,0,1648093380,82,-29.9533,-71.3436,58.73,58.73,4.61
San Isidro,PE,0,1648093381,45,-12.1167,-77.05,67.59,67.5,10.36
Navahrudak,BY,28,1648093381,82,53.6,25.8333,32.9,32.9,12.44
Arraial do Cabo,BR,5,1648093381,77,-22.9661,-42.0278,75.16,75.16,14.94
Coyhaique,CL,40,1648093381,61,-45.5752,-72.0662,48.81,48.15,0.0
Watertown,US,100,1648093382,54,42.3709,-71.1828,42.58,40.84,4.61
Impfondo,CG,61,1648093382,61,1.6381,18.0667,74.35,74.35,3.44
Mascota,MX,9,1648093382,34,20.5167,-104.7833,55.31,55.31,2.66
Labuhan,ID,86,1648093382,67,-6.8844,112.2051,86.74,86.74,2.46
Port Lincoln,AU,12,1648093383,46,-34.7333,135.8667,67.44,67.44,11.34
Basoko,CD,85,1648093383,95,1.2391,23.616,70.05,70.05,4.29
Nara,JP,9,1648093336,38,34.6851,135.8049,57.49,56.35,9.75
Culaman,PH,99,1648093384,74,5.9603,125.6586,82.78,82.78,9.84
Hasaki,JP,94,1648093306,65,35.7333,140.8333,55.29,50.4,14.52
Chapais,CA,100,1648093385,86,49.7834,-74.8492,26.38,26.38,10.45
Hokitika,NZ,24,1648093385,70,-42.7167,170.9667,65.91,65.91,15.99
Rāvar,IR,0,1648093385,18,31.2656,56.8055,67.41,67.41,2.42
Ayaviri,PE,98,1648093385,90,-14.8864,-70.5889,44.06,44.06,0.54
Laas,IT,0,1648093386,55,46.6166,10.7002,38.28,37.98,1.97
Ponta Delgada,PT,20,1648093386,82,37.7333,-25.6667,58.5,52.52,3.44
Doha,QA,30,1648093386,56,25.2867,51.5333,75.18,74.43,4.61
Balasheyka,RU,100,1648093386,88,53.2841,48.0851,31.95,31.95,6.15
Wanxian,CN,33,1648093386,56,30.8039,108.3897,71.37,71.37,3.49
Dārāb,IR,0,1648093387,18,28.7519,54.5444,69.58,69.58,4.34
Laguna,US,0,1648093387,62,38.421,-121.4238,71.89,67.41,6.91
Isla Mujeres,MX,7,1648093387,77,21.2311,-86.731,80.65,80.17,13.51
Boa Vista,BR,0,1648093387,61,2.8197,-60.6733,82.38,82.38,11.5
Kailua,US,20,1648093388,74,21.4022,-157.7394,80.58,77.5,17.27
Kargil,IN,94,1648093388,79,34.5667,76.1,25.0,25.0,0.67
Jega,NG,65,1648093388,16,12.2175,4.3792,82.4,82.4,9.13
Litovko,RU,100,1648093389,95,49.2361,135.1742,30.65,30.65,2.24
Morris,US,100,1648093389,83,40.8334,-74.5329,38.43,35.22,6.91
Vestmannaeyjar,IS,100,1648093389,95,63.4427,-20.2734,45.88,45.88,15.66
Spruce Grove,CA,40,1648093390,61,53.5334,-113.9187,42.91,41.7,21.85
Konëvo,RU,55,1648093390,91,62.1215,39.3192,27.54,27.54,10.36
Kenai,US,40,1648093390,63,60.5544,-151.2583,37.49,37.15,9.22
Conakry,GN,12,1648093207,80,9.538,-13.6773,76.57,76.57,1.63
Bāgepalli,IN,51,1648093396,48,13.7847,77.7931,83.55,83.55,3.89
Kathmandu,NP,20,1648093108,64,27.7167,85.3167,68.22,68.22,0.0
Morondava,MG,0,1648093396,83,-20.2833,44.2833,77.54,77.54,4.92
Clarence Town,AU,100,1648093397,95,-32.5833,151.7833,67.86,65.12,6.31
Nizwá,OM,2,1648093397,17,22.9333,57.5333,80.24,80.24,0.92
Vilhena,BR,95,1648093397,97,-12.7406,-60.1458,68.59,68.59,3.2
Nemuro,JP,100,1648093191,80,43.3236,145.575,34.34,34.34,4.36
Coroatá,BR,100,1648093397,100,-4.13,-44.1242,72.79,72.79,2.8
Mahanoro,MG,16,1648093398,82,-19.9,48.8,74.75,74.75,4.79
Port Alberni,CA,2,1648093398,94,49.2413,-124.8028,49.84,44.73,3.29
Khuzhir,RU,99,1648093398,73,53.1939,107.3397,28.96,28.96,5.88
Itatskiy,RU,100,1648093398,82,56.07,89.0369,26.73,26.73,13.47
Dubbo,AU,40,1648093380,44,-32.25,148.6167,82.53,82.53,6.91
Ferzikovo,RU,100,1648093399,89,54.5191,36.7567,22.64,22.64,6.08
Port Blair,IN,40,1648093109,74,11.6667,92.75,84.24,84.24,1.99
Valle de Allende,MX,0,1648093399,27,26.9333,-105.4,45.82,45.82,8.23
Manokwari,ID,100,1648093400,74,-0.8667,134.0833,82.33,82.33,1.41
Rūdbār,AF,0,1648093400,39,30.15,62.6,58.21,58.21,8.25
Rio de Janeiro,BR,0,1648093401,73,-22.9028,-43.2075,73.4,73.4,3.44
Ust'-Ordynskiy,RU,100,1648093401,75,52.805,104.7508,27.12,27.12,11.32
Comodoro Rivadavia,AR,0,1648093401,65,-45.8667,-67.5,44.46,44.46,5.75
Bouna,CI,63,1648093401,64,9.2667,-3.0,79.66,79.66,4.7
Panguipulli,CL,44,1648093402,97,-39.6333,-72.3333,41.95,41.95,1.05
Kashgar,CN,40,1648093402,12,39.4547,75.9797,58.21,58.21,11.18
Poykovskiy,RU,100,1648093402,92,61.2333,73.3333,21.18,21.18,4.47
Monterey,US,0,1648093402,1,36.2505,-121.2516,54.18,54.18,7.2
Pozo Colorado,PY,66,1648093403,53,-23.4923,-58.7972,84.78,84.78,11.52
Richards Bay,ZA,11,1648093403,88,-28.783,32.0377,67.8,67.8,8.84
Pevek,RU,100,1648093403,84,69.7008,170.3133,21.83,21.83,0.98
Nagato,JP,2,1648093219,50,34.3833,131.2,57.2,57.2,2.53
Phang Nga,TH,87,1648093267,62,8.4509,98.5298,86.04,86.04,2.01
Carvalhosa,PT,61,1648093405,67,41.3006,-8.3608,52.09,50.43,7.27
Bac Lieu,VN,38,1648093148,59,9.285,105.7244,88.5,88.5,10.51
Nizhniy Kuranakh,RU,92,1648093406,78,58.8353,125.4869,29.3,29.3,4.21
Emba,KZ,75,1648093406,93,48.8264,58.1442,17.82,17.82,6.44
Kati,ML,91,1648093406,31,12.7441,-8.0726,85.41,85.41,5.48
Marzuq,YE,94,1648093406,55,14.4,46.4667,71.49,71.49,5.06
Karpathos,GR,45,1648093407,62,35.507,27.2132,51.76,51.76,18.41
Iquitos,PE,40,1648093407,100,-3.7481,-73.2472,77.04,77.04,3.44
Antalaha,MG,12,1648093407,86,-14.9003,50.2788,78.01,78.01,5.64
Katobu,ID,88,1648093407,58,-4.9408,122.5276,88.5,88.5,4.99
Manacapuru,BR,100,1648093408,94,-3.2997,-60.6206,76.06,76.06,4.18
Makaleng,BW,11,1648093409,71,-20.9,27.2833,63.09,63.09,3.76
Zonguldak,TR,100,1648093409,100,41.25,31.8333,31.28,31.28,2.66
Acaponeta,MX,0,1648093409,56,22.4964,-105.3594,62.55,62.55,2.86
Shelburne,CA,100,1648093414,98,44.0787,-80.2041,33.24,32.41,17.36
Nokha,IN,0,1648093415,21,27.6,73.4167,83.73,83.73,16.82
Urucará,BR,90,1648093415,97,-2.5364,-57.76,73.83,73.83,2.42
Tazovsky,RU,100,1648093415,93,67.4667,78.7,9.07,9.07,13.35
Batagay-Alyta,RU,62,1648093415,76,67.8006,130.4114,1.11,1.11,3.78
Iguape,BR,30,1648093177,93,-24.7081,-47.5553,70.52,70.52,3.65
Cravo Norte,CO,40,1648093417,42,6.3017,-70.2041,85.3,85.3,4.38
Forbes,AU,57,1648093302,35,-33.3833,148.0167,84.92,84.92,0.49
Port Macquarie,AU,100,1648093334,88,-31.4333,152.9167,69.69,69.69,5.75
Price,US,0,1648093417,31,39.5994,-110.8107,49.26,49.26,12.66
Sabla,NG,75,1648093418,16,12.7525,4.7077,79.54,79.54,11.21
Meulaboh,ID,99,1648093418,67,4.1363,96.1285,85.44,85.44,1.36
Saldanha,ZA,7,1648093418,89,-33.0117,17.9442,62.65,62.65,20.24
Pacific Grove,US,40,1648093419,88,36.6177,-121.9166,54.43,51.67,5.75
Suleja,NG,89,1648093419,32,9.1758,7.1808,76.82,76.82,1.23
Salsomaggiore Terme,IT,0,1648093419,48,44.8148,9.9796,41.92,41.92,5.44
Hervey Bay,AU,0,1648093419,54,-25.2986,152.8535,77.68,77.68,5.44
Murgab,TM,0,1648093420,81,37.4966,61.9714,42.67,42.67,6.91
Belmonte,BR,4,1648093420,81,-15.8631,-38.8828,75.85,75.85,4.36
Sivaki,RU,93,1648093420,76,52.6333,126.75,31.23,31.23,8.68
Rocha,UY,100,1648093420,88,-34.4833,-54.3333,70.65,70.65,11.14
Aquidauana,BR,3,1648093421,69,-20.4711,-55.7872,78.76,78.76,4.74
Muros,ES,26,1648093421,92,42.7762,-9.0603,50.16,45.55,9.15
Santa Marta,CO,9,1648093421,51,11.2408,-74.199,86.05,86.05,9.22
Manama,BH,0,1648093421,42,26.2154,50.5832,76.98,75.69,4.61
Klaksvík,FO,62,1648093422,94,62.2266,-6.589,43.72,43.72,5.91
Gamba,GA,95,1648093422,91,-2.65,10.0,78.03,78.03,2.06
Lucapa,AO,91,1648093422,97,-8.4192,20.7447,61.54,61.54,3.27
Kenitra,MA,88,1648093422,76,34.261,-6.5802,52.56,52.56,9.48
Yerbogachën,RU,100,1648093423,86,61.2767,108.0108,26.1,26.1,7.85
Mount Gambier,AU,100,1648093423,52,-37.8333,140.7667,64.31,64.31,10.36
Balaipungut,ID,13,1648093423,55,1.05,101.2833,92.07,92.07,1.74
Simao,CN,99,1648093423,92,22.7886,100.9748,63.81,63.81,2.26
Vila Velha,BR,75,1648093424,92,-20.3297,-40.2925,73.35,71.94,2.3
Lixouri,GR,0,1648093424,70,38.2019,20.4314,50.94,50.94,4.52
Manjacaze,MZ,10,1648093424,98,-24.7117,33.8828,66.02,66.02,4.41
Kiryat Gat,IL,54,1648093425,100,31.61,34.7642,48.4,46.81,13.78
Spearfish,US,0,1648093425,27,44.4908,-103.8594,43.86,40.3,7.0
Tegul'det,RU,100,1648093425,84,57.3064,88.1667,27.12,27.12,9.06
Jalalabad,AF,0,1648093426,21,34.4265,70.4515,74.1,74.1,2.3
Tari,NG,62,1648093426,15,12.4086,4.4914,81.45,81.45,10.4
Marysville,US,0,1648093426,89,48.0518,-122.1771,47.14,44.65,3.44
São José da Coroa Grande,BR,99,1648093427,83,-8.8978,-35.1478,78.49,78.49,8.12
Monastyrshchina,RU,95,1648093427,98,54.3496,31.838,32.43,32.43,8.61
Rānīr Bāzār,IN,40,1648093427,78,23.8333,91.3667,82.31,82.31,10.36
Khovd,MN,98,1648093427,11,48.0056,91.6419,25.09,25.09,2.91
Buchanan,LR,42,1648093427,90,5.8808,-10.0467,78.1,78.1,1.48
Galveston,US,75,1648093433,58,29.3669,-94.9669,62.71,57.63,3.27
Dunedin,NZ,97,1648093222,73,-45.8742,170.5036,58.39,58.39,14.47
Oshkosh,US,100,1648093433,94,44.0247,-88.5426,36.03,35.42,13.8
Ahvāz,IR,57,1648093433,23,31.3203,48.6693,71.55,71.55,4.61
Jalu,LY,0,1648093434,70,29.0331,21.5482,48.24,48.24,7.85
Kualakapuas,ID,88,1648093434,53,-3.0091,114.3876,91.89,91.89,1.28
Palmer,US,100,1648093434,72,42.1584,-72.3287,39.61,36.99,1.01
Mercedes,AR,99,1648093434,95,-34.6515,-59.4307,65.64,64.8,19.19
Taltal,CL,0,1648093435,79,-25.4,-70.4833,65.16,65.16,1.39
Ballina,AU,18,1648093435,76,-28.8667,153.5667,84.38,80.8,10.36
Hōfu,JP,3,1648093435,59,34.05,131.5667,57.16,57.16,7.07
Cooma,AU,40,1648093435,68,-36.2333,149.1333,67.77,67.77,14.97
Youghal,IE,6,1648093436,100,51.95,-7.8506,47.08,45.84,1.32
Prince Rupert,CA,75,1648093437,76,54.3161,-130.3201,44.69,44.69,13.8
Mareeba,AU,35,1648093437,53,-17.0,145.4333,88.66,86.49,5.97
Djebeniana,TN,75,1648093437,58,35.035,10.9081,51.84,51.84,7.99
Novoagansk,RU,98,1648093437,92,61.9449,76.6625,18.95,18.95,3.67
Makakilo City,US,100,1648093438,59,21.3469,-158.0858,79.12,77.34,14.97
Al Bardīyah,LY,10,1648093438,65,31.7561,25.0865,51.66,51.66,18.14
Chara,RU,28,1648093438,74,56.9064,118.2631,13.89,13.89,1.45
Pacifica,US,20,1648093438,82,37.6138,-122.4869,58.6,52.65,13.8
Hurghada,EG,0,1648093438,28,27.2574,33.8129,55.44,55.44,12.66
Alegrete,BR,100,1648093439,97,-29.7831,-55.7919,65.93,65.93,11.1
Dicabisagan,PH,29,1648093440,70,17.0818,122.4157,84.0,84.0,5.46
Ola,RU,15,1648093440,72,59.5833,151.2833,26.15,26.15,5.64
Hualmay,PE,91,1648093440,86,-11.0964,-77.6139,69.39,69.39,7.72
West Des Moines,US,100,1648093441,88,41.572,-93.7453,36.28,35.8,14.97
Boaco,NI,90,1648093441,82,12.4722,-85.6586,71.24,71.24,5.93
Hīt,IQ,2,1648093442,71,33.6416,42.8251,51.49,51.49,7.74
Mossamedes,AO,90,1648093442,85,-15.1961,12.1522,73.8,73.8,4.92
Silver City,US,0,1648093442,25,32.7701,-108.2803,45.32,43.86,10.36
